56. [HEAD] https://smartlib.broadpeak.io/smartlib.js => [FAILED] net::ERR_NAME_NOT_RESOLVED
57. [HEAD] https://smartlib.broadpeak.io/smartlib.js => [FAILED] net::ERR_NAME_NOT_RESOLVED
58. [HEAD] https://cdn.broadpeak.io/smartlib.js => [FAILED] net::ERR_NAME_NOT_RESOLVED
59. [HEAD] https://cdn.broadpeak.io/smartlib.js => [FAILED] net::ERR_NAME_NOT_RESOLVED
60. [HEAD] https://cdn.ott-na-live-rti.cdnfr.orange.fr/smartlib.js => [405] Method Not Allowed
61. [HEAD] https://cdn.ott-na-live-rti.cdnfr.orange.fr/smartlib.js => [405] Method Not Allowed
62. [GET] https://cdn.ott-na-live-rti.cdnfr.orange.fr/smartlib.js => [400] Bad Request
63. [GET] https://cdn.ott-na-live-rti.cdnfr.orange.fr/bpk-api/v1/session => [400] Bad Request
64. [GET] https://cdn.ott-na-live-rti.cdnfr.orange.fr/bpk-api/session => [400] Bad Request
75. [GET] https://mediation-tv.orange.fr/all/api-gw/bff-guidetv-listing/v1/auth/accountToken/guidetv/listing/listing-tv-now?appVersion=1.6.4&deviceModel=WEB_PC&deviceCategory=W_PC&consentPersoStatus=1&consentAudienceStatus=1&consentAdStatus=1&customerOrangePopulation=OTT_Metro&customerCanalPopulation=&offset=0&limit=48 => [200] OK
178. [GET] https://api.github.com/search/code?q=broadpeak+bpk+session+OR+SmartLib+in:file+language:cpp&per_page=10 => [401] 
254. [GET] https://tv.orange.fr/assets/voplayer-smartlib.min.js => [200] OK
259. [GET] https://tv.orange.fr/assets/voplayer-smartlib.min.js => [200] OK
260. [GET] https://tv.orange.fr/assets/voplayer-smartlib.min.js => [200] OK
261. [GET] https://tv.orange.fr/assets/voplayer-smartlib.min.js => [200] OK
383. [GET] https://mediation-tv.orange.fr/all/api-gw/bff-live-player-rights/v1/auth/accountToken/livePlayerRights?customerOrangePopulation=OTT_Metro&deviceCategory=W_PC => [200] OK
421. [GET] https://rp-ott-mediation-tv.orange.fr/api-gw/bff-epg-player/v1/programs?customerOrangePopulation=OTT_Metro&deviceCategory=W_PC&start=2026-05-23T13%3A21%3A24Z&end=2026-05-23T19%3A21%3A24Z&channels=livetv_france2 => [200] OK
422. [POST] https://mediation-tv.orange.fr/all/api-gw/privacy/v2/auth/ids?terminal_id=t-6884f3b0-a0c1-407b-abbf-4149330b649e => [200] OK
423. [GET] https://mediation-tv.orange.fr/all/api-gw/stream/v1/auth/accountToken/livecontrol/livetv_france2_ctv?terminalId=t-6884f3b0-a0c1-407b-abbf-4149330b649e&customerOrangePopulation=OTT_Metro&deviceModel=WEB_PC&advertising_id=d7e1add1ced94e47b6346fab175fe713 => [200] OK
429. [GET] https://cdn.ott-na-live-rti.cdnfr.orange.fr/iQVjkUZGDQyF-Y7kkF-9g0DIJzM/1-64/1/1779578484/OTV-b37d9e23-7fe6-4ab5-9af4-d7de1da96143/bpk-tv/livetv_france2_ctv/DASH-CE/index.mpd?bpk-service=Live&device=pc&delay=0&minrate=416000&maxrate=3400000&subtitle=allin&scte-events=34,35 => [307] Temporary Redirect
430. [GET] https://cdn.ott-na-live-rti.cdnfr.orange.fr/EDm5d6jjXe7CiON9hnAfbsjXQkc/CDN_1/3/1779578484/OTV-b37d9e23-7fe6-4ab5-9af4-d7de1da96143/bpk-tv/livetv_france2_ctv/DASH-CE/index.mpd?bpk-service=Live&device=pc&delay=0&minrate=416000&maxrate=3400000&subtitle=allin&scte-events=34,35 => [200] OK
433. [GET] https://cdn.ott-na-live-rti.cdnfr.orange.fr/EDm5d6jjXe7CiON9hnAfbsjXQkc/CDN_1/3/1779578484/OTV-b37d9e23-7fe6-4ab5-9af4-d7de1da96143/bpk-tv/livetv_france2_ctv/DASH-CE/dash/livetv_france2_ctv-video=930000.dash?horsrb=0&bpk-service=Live&scte-events=34,35 => [200] OK
434. [GET] https://cdn.ott-na-live-rti.cdnfr.orange.fr/EDm5d6jjXe7CiON9hnAfbsjXQkc/CDN_1/3/1779578484/OTV-b37d9e23-7fe6-4ab5-9af4-d7de1da96143/bpk-tv/livetv_france2_ctv/DASH-CE/dash/livetv_france2_ctv-audio_104130_fra=104000.dash?horsrb=0&bpk-service=Live&scte-events=34,35 => [200] OK
436. [GET] https://cdn.ott-na-live-rti.cdnfr.orange.fr/EDm5d6jjXe7CiON9hnAfbsjXQkc/CDN_1/3/1779578484/OTV-b37d9e23-7fe6-4ab5-9af4-d7de1da96143/bpk-tv/livetv_france2_ctv/DASH-CE/dash/livetv_france2_ctv-video=930000-1067736280907.dash?horsrb=0&bpk-service=Live&scte-events=34,35 => [200] OK
437. [POST] https://mediation-tv.orange.fr/all/api-gw/license/v1/auth/accountToken/widevine/license?sessionId=OTV-b37d9e23-7fe6-4ab5-9af4-d7de1da96143&drmToken=eyJhbGciOiJBMjU2S1ciLCJlbmMiOiJBMjU2R0NNIn0.l3rdQlO3chTmX7SjacLvWQh9u8itNlj1akyDWnvQ5IlyRBoKxlTNdQ.qQwASBMiMb50m-4-.HB40h9oB7ejS3nJVyZ1WQdRFic5yAUps1ysg8wbs8OSaI2j3krAZXld_Oe_pi0zkWCwXOM3kzmWuwstgqqSQVP1cLlrSONFI-7v_XKP6UUlhASNixHNH_HavqkYtHXNbUMrAajU87Mpu3vLOxQGIgX265YrVgcg6cIdPVzayyxR-y--QGyXH3DvpuVwWlM50-ULUylWryzVazmtffLqqhqJou6K8cPiP0ceK_6rhSkznyzdt4Ee6P4iKW1ZvZ4GUP2dVxV8Q9a3eC3W5lN50RoElCcwqBZ-N4KTqRHBxHWaHmpFhNv4_1115nZX6gftnZyh-9AOFicipc3pCEKdt_6NrARwW5G9JvUn2ittdsiNFqPXj5-3UJVX26VhDvU2c5UE-bPzgGeUYo2CUEiQ0B-HxWYziB0th49KsLVVB-KNX42DIDxPHDTvhYt7FaYeydu0Zr5OpUtdGJWQF6y5fbj8QUhMx0ROYwzyOWrXzBH9efEM.3_sQZxVfcrFqByWiLPm-WQ => [200] OK
438. [GET] https://cdn.ott-na-live-rti.cdnfr.orange.fr/EDm5d6jjXe7CiON9hnAfbsjXQkc/CDN_1/3/1779578484/OTV-b37d9e23-7fe6-4ab5-9af4-d7de1da96143/bpk-tv/livetv_france2_ctv/DASH-CE/dash/livetv_france2_ctv-audio_104130_fra=104000-85418902473403.dash?horsrb=0&bpk-service=Live&scte-events=34,35 => [200] OK
439. [GET] https://cdn.ott-na-live-rti.cdnfr.orange.fr/EDm5d6jjXe7CiON9hnAfbsjXQkc/CDN_1/3/1779578484/OTV-b37d9e23-7fe6-4ab5-9af4-d7de1da96143/bpk-tv/livetv_france2_ctv/DASH-CE/dash/livetv_france2_ctv-audio_104130_fra=104000-85418902565563.dash?horsrb=0&bpk-service=Live&scte-events=34,35 => [200] OK
441. [GET] https://cdn.ott-na-live-rti.cdnfr.orange.fr/EDm5d6jjXe7CiON9hnAfbsjXQkc/CDN_1/3/1779578484/OTV-b37d9e23-7fe6-4ab5-9af4-d7de1da96143/bpk-tv/livetv_france2_ctv/DASH-CE/dash/livetv_france2_ctv-video=3225200.dash?horsrb=0&bpk-service=Live&scte-events=34,35 => [200] OK
442. [GET] https://cdn.ott-na-live-rti.cdnfr.orange.fr/EDm5d6jjXe7CiON9hnAfbsjXQkc/CDN_1/3/1779578484/OTV-b37d9e23-7fe6-4ab5-9af4-d7de1da96143/bpk-tv/livetv_france2_ctv/DASH-CE/dash/livetv_france2_ctv-video=3225200-1067736282059.dash?horsrb=0&bpk-service=Live&scte-events=34,35 => [200] OK
443. [GET] https://cdn.ott-na-live-rti.cdnfr.orange.fr/EDm5d6jjXe7CiON9hnAfbsjXQkc/CDN_1/3/1779578484/OTV-b37d9e23-7fe6-4ab5-9af4-d7de1da96143/bpk-tv/livetv_france2_ctv/DASH-CE/dash/livetv_france2_ctv-video=3225200-1067736283211.dash?horsrb=0&bpk-service=Live&scte-events=34,35 => [200] OK
